Wall time,Step,Value
1746377958.9033043,1,0.41798779368400574
1746378026.5167356,2,0.5467479825019836
1746378094.4079866,3,0.6283536553382874
1746378162.479197,4,0.682418704032898
1746378229.8216064,5,0.7059959173202515
1746378297.4845083,6,0.7403455376625061
1746378365.7276185,7,0.7529471516609192
1746378433.462927,8,0.769817054271698
1746378501.4541383,9,0.7719511985778809
1746378568.89009,10,0.7805894017219543
1746378635.8994417,11,0.7886179089546204
1746378703.4976757,12,0.7955284714698792
1746378771.3406723,13,0.7973577380180359
1746378838.9111586,14,0.8111788630485535
1746378907.0454884,15,0.812398374080658
1746378975.5247066,16,0.8162601590156555
1746379044.7474923,17,0.8211382031440735
1746379112.2255795,18,0.819918692111969
1746379180.1846063,19,0.8245934844017029
1746379247.9343975,20,0.8430894017219543
1746379316.931498,21,0.8429877758026123
1746379384.8483157,22,0.8494918942451477
1746379452.1928358,23,0.852642297744751
1746379519.7112024,24,0.8579268455505371
1746379587.3301826,25,0.8582317233085632
1746379655.6913006,26,0.8590447306632996
1746379722.9548454,27,0.8633130192756653
1746379790.628663,28,0.8553861975669861
1746379859.2173,29,0.8593496084213257
1746379929.6516566,30,0.8667683005332947
1746380000.646494,31,0.8683943152427673
1746380072.3204608,32,0.872560977935791
1746380142.4620874,33,0.8713414669036865
1746380212.0416238,34,0.8792682886123657
1746380281.137117,35,0.8780487775802612
1746380351.1462746,36,0.8763211369514465
1746380422.9812713,37,0.8785569071769714
1746380494.9503865,38,0.8766260147094727
1746380563.762016,39,0.8777438998222351
1746380633.6435654,40,0.8902438879013062
1746380702.2465334,41,0.8934959173202515
1746380770.6052902,42,0.8911585211753845
1746380839.6082547,43,0.894715428352356
1746380908.527472,44,0.8958333134651184
1746380976.7882864,45,0.8990853428840637
1746381044.8673255,46,0.8964430689811707
1746381112.5238812,47,0.9020324945449829
1746381180.3253288,48,0.899796724319458
1746381249.2178342,49,0.9028455018997192
1746381317.4206483,50,0.9034552574157715
1746381385.4081082,51,0.9012194871902466
1746381455.091392,52,0.9018292427062988
1746381524.3127646,53,0.9069105982780457
1746381593.142174,54,0.9063008427619934
1746381660.9903033,55,0.8980690836906433
1746381729.0610309,56,0.9079268574714661
1746381797.491359,57,0.9030487537384033
1746381866.9640229,58,0.9060975313186646
1746381935.9966445,59,0.9079268574714661
1746382005.9983501,60,0.9114837646484375
1746382075.0678415,61,0.9169715642929077
1746382144.502813,62,0.9174796938896179
1746382214.1873827,63,0.9189024567604065
1746382283.8586013,64,0.9180894494056702
1746382353.971175,65,0.920020341873169
1746382423.107137,66,0.9231707453727722
1746382490.7882664,67,0.9208333492279053
1746382563.2717972,68,0.920121967792511
1746382636.4899201,69,0.9211382269859314
1746382706.2426593,70,0.9235772490501404
1746382774.7836003,71,0.9287601709365845
1746382845.8042302,72,0.9204268455505371
1746382916.708071,73,0.9244918823242188
1746382987.4155486,74,0.9239837527275085
1746383058.172781,75,0.9266260266304016
1746383128.1342485,76,0.9257113933563232
1746383196.2501793,77,0.9278455376625061
1746383264.4869115,78,0.9246951341629028
1746383334.4473724,79,0.9229674935340881
1746383404.2062573,80,0.9305894374847412
1746383471.5858753,81,0.9339430928230286
1746383539.0426612,82,0.9355691075325012
1746383606.9522169,83,0.9362804889678955
1746383675.2781124,84,0.9357723593711853
1746383743.3555315,85,0.9372967481613159
1746383814.5681534,86,0.9340447187423706
1746383887.1711793,87,0.9352642297744751
1746383955.6575553,88,0.9358739852905273
1746384023.5202174,89,0.9387195110321045
1746384090.7385468,90,0.9358739852905273
1746384158.3867292,91,0.9367886185646057
1746384225.8954537,92,0.9375
1746384293.2972252,93,0.9377032518386841
1746384361.5583525,94,0.9398373961448669
1746384429.0173674,95,0.9396341443061829
1746384496.99291,96,0.9370934963226318
1746384564.8814855,97,0.94247967004776
1746384632.3346999,98,0.9426829218864441
1746384699.5945065,99,0.942378044128418
1746384767.167249,100,0.9462398290634155
1746384834.4872596,101,0.9467479586601257
1746384901.6405082,102,0.9446138143539429
1746384969.1291819,103,0.9488821029663086
1746385036.3517194,104,0.9490853548049927
1746385104.1695645,105,0.9461382031440735
1746385171.9063015,106,0.9469512104988098
1746385239.366594,107,0.9459349513053894
1746385306.957345,108,0.947357714176178
1746385374.8199866,109,0.9487804770469666
1746385442.621385,110,0.949999988079071
1746385509.9995751,111,0.949796736240387
1746385578.0713184,112,0.9476625919342041
1746385645.6393929,113,0.9501016139984131
1746385713.1362526,114,0.949999988079071
1746385780.5682096,115,0.949999988079071
1746385847.9700236,116,0.9488821029663086
1746385915.2758477,117,0.9515243768692017
1746385983.206707,118,0.9476625919342041
1746386050.3620782,119,0.9502032399177551
1746386117.685003,120,0.9580284357070923
1746386185.5350788,121,0.952235758304596
1746386254.8904526,122,0.9558942914009094
1746386323.571897,123,0.9552845358848572
1746386391.3724318,124,0.9551829099655151
1746386458.80763,125,0.9551829099655151
1746386526.323073,126,0.9580284357070923
1746386594.8904073,127,0.9587398171424866
1746386662.5344973,128,0.9552845358848572
1746386729.9466846,129,0.9579268097877502
1746386797.2794445,130,0.9577235579490662
1746386865.3097997,131,0.9569105505943298
1746386932.9599044,132,0.9596544504165649
1746387000.4284668,133,0.9589430689811707
1746387067.9934635,134,0.9545731544494629
1746387135.8022738,135,0.9563007950782776
1746387203.6014574,136,0.95741868019104
1746387271.0779705,137,0.9566056728363037
1746387338.4731343,138,0.9569105505943298
1746387405.931262,139,0.9545731544494629
1746387473.9916315,140,0.9585365653038025
1746387541.490577,141,0.959857702255249
1746387608.7110498,142,0.9593495726585388
1746387676.248959,143,0.9599593281745911
1746387744.1764038,144,0.9606707096099854
1746387811.5934641,145,0.9602642059326172
1746387878.9687114,146,0.9607723355293274
1746387946.2738209,147,0.9599593281745911
1746388013.3725805,148,0.9601625800132751
1746388080.8912523,149,0.9602642059326172
1746388148.3924587,150,0.962296724319458
1746388215.5576842,151,0.9575203061103821
1746388283.0632913,152,0.9599593281745911
1746388350.8093612,153,0.9585365653038025
1746388418.1436574,154,0.9628048539161682
1746388485.7065222,155,0.9619918465614319
1746388552.8686864,156,0.9654471278190613
1746388620.1799338,157,0.9632113575935364
1746388688.0047915,158,0.9634146094322205
1746388755.3728564,159,0.9614837169647217
1746388822.9485664,160,0.9623983502388
1746388891.4678786,161,0.9641259908676147
1746388959.5245156,162,0.9633129835128784
1746389026.8123684,163,0.9655487537384033
1746389094.6048892,164,0.9661585092544556
1746389162.247274,165,0.9636178612709045
1746389229.5567696,166,0.9660568833351135
1746389297.1111472,167,0.9662601351737976
1746389364.2084444,168,0.9674796462059021
1746389431.5556414,169,0.9685975313186646
1746389498.6691186,170,0.9680894017219543
1746389565.900574,171,0.9674796462059021
1746389633.1074526,172,0.9661585092544556
1746389700.1747997,173,0.9655487537384033
1746389767.2836788,174,0.9679877758026123
1746389834.298645,175,0.9643292427062988
1746389901.864245,176,0.9652438759803772
1746389969.3524406,177,0.967276394367218
1746390036.5030243,178,0.9674796462059021
1746390103.6534007,179,0.9678861498832703
1746390171.042366,180,0.9651422500610352
1746390238.7301197,181,0.9679877758026123
1746390306.8043602,182,0.9685975313186646
1746390374.3481245,183,0.9669715166091919
1746390442.0198946,184,0.9659552574157715
1746390510.2506258,185,0.9694105982780457
1746390578.9816628,186,0.9693089723587036
1746390647.3611548,187,0.9670731425285339
1746390715.546101,188,0.9668698906898499
1746390786.6035817,189,0.9699187278747559
1746390859.1748865,190,0.9681910276412964
1746390928.6987672,191,0.9705284833908081
1746390999.5719905,192,0.970325231552124
1746391070.4586747,193,0.9678861498832703
1746391139.3359756,194,0.9677845239639282
1746391206.4604983,195,0.9688008427619934
1746391274.266269,196,0.9684959053993225
1746391341.588508,197,0.9711382389068604
1746391410.0416245,198,0.9684959053993225
1746391479.127097,199,0.9689024686813354
1746391548.857407,200,0.9679877758026123
