Wall time,Step,Value
1747070122.7181523,1,1.7642806768417358
1747070145.2541096,2,1.2428754568099976
1747070167.4402254,3,1.1008563041687012
1747070189.7671986,4,1.0192022323608398
1747070211.6389716,5,0.9605984091758728
1747070243.6632535,6,0.9588925242424011
1747070266.1239166,7,0.9165999293327332
1747070288.1331038,8,0.8650879263877869
1747070310.4310744,9,0.8777800798416138
1747070331.7922356,10,0.8631035685539246
1747070363.4725142,11,0.8502086400985718
1747070385.9065962,12,0.8215348124504089
1747070408.1881084,13,0.8358061909675598
1747070430.2100737,14,0.8156444430351257
1747070453.0544229,15,0.8182035088539124
1747070483.6083336,16,0.7873321771621704
1747070505.3445976,17,0.8175907731056213
1747070527.9175775,18,0.7868170738220215
1747070550.6589124,19,0.8072205781936646
1747070573.358099,20,0.791832685470581
1747070603.7261724,21,0.77631014585495
1747070625.0670362,22,0.7768300771713257
1747070647.7412395,23,0.7779067158699036
1747070669.7522137,24,0.786879301071167
1747070690.8652635,25,0.7679933309555054
1747070722.0855174,26,0.7782266139984131
1747070744.5944781,27,0.7806681990623474
1747070766.2528763,28,0.7753051519393921
1747070789.2206194,29,0.7664920091629028
1747070812.2129211,30,0.7593997716903687
1747070843.0379834,31,0.7383061051368713
1747070865.9134583,32,0.7552244663238525
1747070888.039192,33,0.7552056908607483
1747070910.7882762,34,0.741692304611206
1747070933.1487036,35,0.7447106242179871
1747070963.6874602,36,0.7517504692077637
1747070985.4706397,37,0.7498072385787964
1747071007.8103628,38,0.7492057085037231
1747071029.591982,39,0.7412395477294922
1747071052.2241476,40,0.7495116591453552
1747071083.4406643,41,0.7442421317100525
1747071105.535645,42,0.7358106374740601
1747071127.49037,43,0.7556865215301514
1747071150.0492463,44,0.7464630007743835
1747071171.7939816,45,0.7328956723213196
1747071203.2155817,46,0.7188444137573242
1747071224.5517774,47,0.747300386428833
1747071246.5436018,48,0.7454197406768799
1747071268.9521346,49,0.7343226671218872
1747071291.5035896,50,0.733308732509613
1747071322.7762945,51,0.735744297504425
1747071345.6209245,52,0.733534038066864
1747071367.559448,53,0.7139815092086792
1747071390.520629,54,0.714763343334198
1747071413.0004413,55,0.7424005270004272
1747071444.3995168,56,0.7265462279319763
1747071467.5853438,57,0.740981936454773
1747071490.0560195,58,0.7149413228034973
1747071511.7517607,59,0.7189175486564636
1747071533.8520632,60,0.7088766694068909
1747071564.4069848,61,0.7247459888458252
1747071587.0785248,62,0.7373783588409424
1747071609.7748644,63,0.7152582406997681
1747071632.636651,64,0.7180975675582886
1747071655.043076,65,0.7194766998291016
1747071686.6518419,66,0.7467225790023804
1747071708.4560885,67,0.7169263958930969
1747071731.0604646,68,0.7228851318359375
1747071752.7790203,69,0.7055797576904297
1747071774.9688942,70,0.7196862697601318
1747071805.557069,71,0.7287220358848572
1747071827.5190198,72,0.7217327952384949
1747071849.5250695,73,0.7054076194763184
1747071872.3732421,74,0.7216572165489197
1747071894.9337335,75,0.7042026519775391
1747071926.257784,76,0.7153862118721008
1747071948.2998943,77,0.7174245119094849
1747071970.745779,78,0.7298498749732971
1747071993.7633858,79,0.7224656939506531
1747072015.8956614,80,0.7009429931640625
1747072047.9594736,81,0.7261286973953247
1747072069.8653145,82,0.709088146686554
1747072092.3765132,83,0.7117319703102112
1747072115.242712,84,0.7039475440979004
1747072136.893636,85,0.7003864645957947
1747072168.0960622,86,0.7163001894950867
1747072190.4018557,87,0.7103388905525208
1747072213.0382566,88,0.7146929502487183
1747072234.8151002,89,0.7255855798721313
1747072256.9985917,90,0.7047786712646484
1747072288.3135567,91,0.7015131115913391
1747072310.866345,92,0.7319323420524597
1747072333.0184395,93,0.7219074368476868
1747072356.0196621,94,0.7247582674026489
1747072378.6232767,95,0.7069416046142578
1747072409.5996587,96,0.7218475341796875
1747072431.972167,97,0.7182295918464661
1747072455.1299615,98,0.707310140132904
1747072477.9306269,99,0.6999889612197876
1747072500.8782315,100,0.7193546891212463
1747072531.2961807,101,0.7243687510490417
1747072553.8766882,102,0.7190183401107788
1747072576.5053372,103,0.7051495909690857
1747072598.8506467,104,0.719007134437561
1747072621.2525685,105,0.7039053440093994
1747072653.414993,106,0.71004718542099
1747072676.2381608,107,0.7109727263450623
1747072698.6934721,108,0.6913514137268066
1747072720.8159332,109,0.7094439268112183
1747072744.1258118,110,0.7086057066917419
1747072774.8795388,111,0.7199018597602844
1747072797.1091151,112,0.7153231501579285
1747072819.7875955,113,0.6978964805603027
1747072842.5998235,114,0.7087029218673706
1747072865.02693,115,0.6900979280471802
1747072896.8227684,116,0.7139095664024353
1747072919.6521783,117,0.7031673789024353
1747072942.9997532,118,0.7069471478462219
1747072965.86892,119,0.7134551405906677
1747072988.0070446,120,0.7108079195022583
1747073020.663638,121,0.5894830226898193
1747073042.8116624,122,0.510949969291687
1747073065.0637414,123,0.49189114570617676
1747073087.0998414,124,0.4637225270271301
1747073110.0325878,125,0.4472283720970154
1747073141.8493898,126,0.4493334889411926
1747073165.5740771,127,0.4366499185562134
1747073187.5722353,128,0.42477792501449585
1747073210.096589,129,0.40405282378196716
1747073233.4566143,130,0.4260737895965576
1747073265.8488088,131,0.4204367697238922
1747073287.821534,132,0.3969651758670807
1747073310.5822053,133,0.39070478081703186
1747073333.8382146,134,0.39921560883522034
1747073356.481358,135,0.4026578664779663
1747073387.916602,136,0.38588058948516846
1747073410.3073971,137,0.39487627148628235
1747073433.930345,138,0.392403244972229
1747073455.9557009,139,0.37232595682144165
1747073478.1786723,140,0.38608601689338684
1747073509.3752558,141,0.3729310929775238
1747073531.7218916,142,0.3788778781890869
1747073553.9881184,143,0.3663671910762787
1747073575.530591,144,0.37643107771873474
1747073598.3778741,145,0.3685193955898285
1747073629.885298,146,0.37154078483581543
1747073652.1036546,147,0.36415767669677734
1747073673.8768604,148,0.3667484521865845
1747073696.4529912,149,0.3616413176059723
1747073719.208236,150,0.3555581867694855
1747073750.2183137,151,0.3634836673736572
1747073771.993962,152,0.35710611939430237
1747073794.3662868,153,0.343126505613327
1747073817.0987365,154,0.3621933162212372
1747073839.4076524,155,0.35426953434944153
1747073870.3260472,156,0.35432180762290955
1747073892.4806938,157,0.34878093004226685
1747073914.6681201,158,0.35487455129623413
1747073938.144956,159,0.3367019593715668
1747073961.2327874,160,0.3413950204849243
1747073991.6706698,161,0.3436009883880615
1747074014.692922,162,0.3395915627479553
1747074037.4765115,163,0.3478147089481354
1747074060.6958725,164,0.3437652289867401
1747074083.8140244,165,0.3584355413913727
1747074114.38149,166,0.35191190242767334
1747074136.5314536,167,0.3447435796260834
1747074159.4357324,168,0.34146007895469666
1747074181.9035802,169,0.35470983386039734
1747074204.9862072,170,0.33364254236221313
1747074236.3966165,171,0.3545348048210144
1747074258.8796384,172,0.34948107600212097
1747074281.1231892,173,0.3497328758239746
1747074303.0924,174,0.3614567816257477
